"fuid","text","labels"
"0043186e-7e85-2150-ff2d-6d824a40944e","MySQL database (with cleardb) not showing up in list if it was created as an 'addon' -- We have four MySQL databases using ClearDB, the first three were added as part of wordpress site setups and list in the new portal.  The fourth was created as an `Add-On`, is visible on the existing portal under Add-Ons but is not listed as a MySQL database within the new portal.","Technical Operations--Integration or Compatibility|Technical Operations--Other Technical Operations"
"884e0ba1-daa2-75fe-39ba-5d86df7aeaf7","MySQL inconsistant experience, borderline awful -- First, the MySQL databases I have aren't showing up in the classic portal...but are in the preview portal. I can't upgrade my MySQL database subscription to another plan from the preview portal, and there is no link or way for me to access ClearDB's own site so I can manage it from there. When I try to go straight to ClearDB's own website and attempt to manage it, it says `this email is already in use` when I use the database u/p from Azure.  When I try to create a new MySQL from the preview portal it always fails to deploy. The MySQL addition (without it being attached to a CMS) seems to have been removed completely from the old portal.   In short, I can't upgrade the databases I have, and I can't create new databases. It's really frustrating. I've never had a MySQL experience this bad before. Please fix these problems and host and manage your own MySQL instead of leaning on ClearDB. The experience and lack of continuity is embarrassingly bad for an otherwise top of its class platform like Azure.","Technical Operations--Technical Operations UI or UX"
"22f3d1db-ac61-fe77-8334-ecb28725c5ec","MySQL not supported in Israel ('IL')? -- I couldn't create a MySQL instance. At first I got an error that only credit cards are supported (I am in BizSpark, thank you!). Then I got an error that the addition of a MySQL database is not supported in Israel (I am in Northern California).  Looks like we're in need of a little big squashing? CHEERS! ","Learn, Try or Buy--Conversion or Registration"
"a0295602-eb34-10ee-5c16-61c69b9ffe6f","NavigateForFormsPages support in CSOM -- Currently it's not possible to set the NavigateForFormsPages property through CSOM as it is in the server API.","Technical Operations--Coding or Building"
"960615ce-4660-b72f-d32e-82370c6bf6e0","Need a way to remove Skype contacts from people app . Skype contacts are cluttering up my people app and the only way I have found to delete them is to delete them on my desktop and then reset my phone to factory defaults.","None--Other None"
"a20633bc-d159-bc3c-1bae-f936d4309bda","Need about section for app . need an about section for the app where you have full control over the section. also you can add or take away parts in the section like the share app  button...  should have full access to the about section and able to put what is need and take away aswell","Technical Operations--Design or Drafting"
"5b4dea03-87f0-2920-7deb-db1f383ff9ea","Need app to edit content, not take three clicks to launch every time -- It takes three clicks to open an app that has edit permissions in Outlook, and must be done for every new window. The new add-in platform is a no-go for us because of this. We'd prefer zero clicks (run when context met) or one click. It's hard to imagine someone writing a Mail app complex enough to warrant a three-click launch every time.  The content app UI is closer to what we want, but doesn't allow edit permission.","Technical Operations--Technical Operations UI or UX"
"083f1362-e37d-eae7-03d7-32371adfe043","Need events for Office Web versions of Word and Excel -- The following list of  events found on the client version of Word and Excel would aid in development of apps that work the same as current client addin apps work.  Excel Open Event Excel Close Event Excel BeforeClose Event Workbook activate event  Word Open Event Word Close Event Word beforeClose event Document activate event","Technical Operations--Coding or Building"
"5124e464-1dfe-3672-7771-c7997e5aaca9","Need help with the privacy settings making the blocked online status show offline with no prior online time status until changed otherwise. . Hello. My privacy setting are working fine, but I noticed in the pass I would change my online status to blocked and my activity would say offline only always, but now I noticed it will show when my status was last online. I have 3 accounts and I would like to have 1 of my accounts to show status offline always until I change otherwise so I can check the other accounts to see who's online before I sign in or just play by myself etc. Can Xbox please help me with this issue. Thank You :-)","Learn, Try or Buy--Learn, Try, Buy UI or UX"
"20bd0e5a-9a2e-3395-a706-40f1f8bd27ca","Need method to Office API to allow changing Height of Excel rolls and Column widths --  It would be great if once could change an Excel Web app Row height, and width via code  as well as being able to change Column width and height via code. Rows and Columns sizes can be changes on the client version of Office via code and being able to do the same with the Web version of Excel would be great help as our customers are asking that our Office based apps that currently work on the clients would work on the Web Version of Excel.","Technical Operations--Coding or Building"
"e37b7474-9ee3-acc8-8a02-8b4915b1a78c","need separate account for separate identity . 1.  Why do I have to have an account to sit down and play a single player game on  my son's XBox 1?  This is rubbish.  On the 360 you could set up a separate avatar without having to establish a separate account.  2.  Navigating your accounts site is completely counter intuitive.  Entering the details for a new ""payment option"", credit card, AND setting that credit card as the primary payment option should happen on the same page.  How tough is it to add a radio button to the payment details page?","None--Other None"
"737a8037-a526-d51a-97e2-b2f89ffcf380","Need to bring instagram, oovoo and snapchat app to windows -- Bring instagram oovoo and snapchat to windows they are very populare and masses use and love them would get alot of happy customers if you added these great apps.","Learn, Try or Buy--Evaluation or Comparison"
"3a3171bf-bfb7-c7f5-0713-7852568f98e7","Need to programmatically provision new Office 365 (trial) tenants -- When offering a solution for Office 365 I need to automatically provision a new Office 365 tenant (30-day trial) for the potential customer to test my software in combination with a real Office 365 tenant. This especially is important when my software is available in the Office Store and n people open a trial and want to test it. Right now, Office 365 trial tenant must be created manually, which is not feasible for many testers who want to evaluate our solution in combination with the Office 365 experience. Would need an API (or PowerShell) for creating a new O365 tenant programmatically!","Technical Operations--Coding or Building"
"9a803c47-f2e5-28fe-aa18-77d5df7e7aca","Need to simply open html files on SharePoint Online -- In SharePoint server, we can set Browser File Handling to Permissive in order to have the user's browser simply open an html file that appears in a document library.  We need to be able to accomplish this functionality in Office 365/SharePoint Online.  ","Technical Operations--Scalability or Availability"
"2f090499-7d9e-5b75-36bd-327434ed90d6","New App Template for UAP -- I would like to suggest a new App template for UAP and Web App Template in App Studio.","Technical Operations--Design or Drafting"
"7c9e0cd0-9126-8523-1891-588b39d37771","New markets, new LiveIDs? - not a good idea -- Dissapointed that I have to somehow `throw away` all my data stored with the current LiveID and create a new one so I can set my current country on the Windows Phone Marketplace.  Think of something that helps users switch countries without switching LiveIDs.","None--Other None"
"65d2841e-14ee-ae73-b9fb-6e9b25297c29","New portal is already required -- When adding app insights to a web through vs you are forced to use the preview portal as you have to deal with resource groups here. also the old app insights portal leads you to visual studio when you try to create a new app.   This is inacceptable as the new portal is in preview and as a preview should not be used productive.","Technical Operations--Technical Operations UI or UX"
"69d9e224-3765-4bf1-55ea-9b51958099b8","New Support Request not working . When I click on ""New Support Request"" it gets stuck on 2 - Select Subscriptions.  It says ""Loading..."" and has said so for about 40 minutes now.  Is there any other way to submit a support ticket?  Like I wasn't already having enough trouble without having to use this stupid support ticket thing.","Technical Operations--Technical Support"
"d67bec9e-b4ab-a0cb-218b-d723d7c9ff9c","new tier for xbox live rewards . Since there are four tiers for Xbox Live Rewards, I think there should be a fifth tier called ""Elite"" for having 100,000 gamerscore with a 5 percent rebate on content purchased.  After a lot of hard work, dedication and dollars spent towards a big gamerscore and reaching a six-figure gamerscore, I think the rewards should be increased to reflect the amount of revenue people spend to earn their gamerscore and encourage people to work hard for their gamerscore and achievements.","None--Other None"
"8569f256-1746-c773-05f2-2f581fd3947d","New Xbox Live Gold members receive a free trial each month . For people starting out they one free trial every month  [Mod edit: Title changed from ""each month will have one free trial for begginers"" to clarify that the idea is for new Xbox Live Gold members to receive free, monthly trials.]","None--Other None"
"e849b98f-be01-25d8-be35-f30857d3d420","No detailed informations for SharePoint Online errors with correlation ids -- In SharePoint Online when there is an error with a correlation id returned, there is no way for uses to follow the issue since no tool is provided to look for the error detailed related to this id, the id only works in on-premise SharePoint environment.","Technical Operations--Testing or Debugging"
"d8de7b25-f2c4-78d1-e999-5c635757dbc3","No free support for Azure portal issues?. I used the new portal to create a new Resource Group & Web Hosting Plan - but when I try to create any new service in them, it fails with an error:  OPERATIONNAME Update deployment STATUS Failed EVENTTIMESTAMP Fri May 09 2014 14:16:31 GMT+1000 (EST) CALLER <email removed> AUTHORIZATION  action:Microsoft.Resources/subscriptions/resourcegroups/deployments/write role:Subscription Admin scope:/subscriptions/d1a7a1b2-2ae7-4fd7-8d90-ec8b203bbd3b/resourcegroups/ww3fesea/deployments/Microsoft.WebSite RESOURCEURI /subscriptions/d1a7a1b2-2ae7-4fd7-8d90-ec8b203bbd3b/resourcegroups/ww3fesea/deployments/Microsoft.WebSite SUBSCRIPTIONID d1a7a1b2-2ae7-4fd7-8d90-ec8b203bbd3b EVENTSUBMISSIONTIMESTAMP Fri May 09 2014 14:16:40 GMT+1000 (EST) OPERATIONID 15b47143-47e7-4f4c-a732-e9815b450ad4 CORRELATIONID f4ca9023-a78f-4140-b5e3-e2b096d3ee0f LEVEL Error RESOURCEGROUP ww3fesea RESOURCEPROVIDER Microsoft Resources EVENTSOURCE Microsoft.Resources  I contacted MS support and chose billing because that's all that is available and get told that I need to purchase a support plan.  So just to clarify, to sign up for a new paid service using the new portal which gives an error, I need to first purchase a support plan?  I understand MS cannot provide free support to everyone wanting to know why their website won't work.  But not allowing people to create tickets for issues with the MS websites is ridiculous.  Am I wrong?","Technical Operations--Technical Support"
"7cd9233e-33e0-5f3a-b19e-aa597da120b8","No option to remove/delete or unpublish an app that is already published and available in the store.","Technical Operations--Deploying or Launching"
"ab90954d-9537-8955-5b3b-617136ef3dcf","No repeats for Games with Gold on Xbox 360. Why are there again metro2033 in games with gold. it came in Febuary 2014 already out and I'll come to me verarscht  wieso gibt es schon wieder metro2033 bei games with gold. es kam im febuar 2014 schon raus und ich komm mir verarscht vor","None--Other None"
"4791a901-4431-1b36-736d-ad9a61c37340","No reviews for several days ?(My Calendar/My Car)  normal rate is ~20 reviews/day/app","Business Operations--Business Analysis"
"4f924f29-2169-33ba-d57d-181dfa4f0c91","No way to attach file in new support request. This is necessary to add in ""describe your problem"" dialog.","Technical Operations--Technical Operations UI or UX"
"e70e161d-6382-ab79-98da-e17921064ae8","No way to select between subscriptions. There is no way to select that subscription what you want, because if you have two subscriptions with the same name, you can not rename one of them, and if you try to select, you will not see the GUID of the subscription.  ","Business Operations--Business Operations UI or UX"
"e93280fc-b964-ba0d-f143-ba4bf99ccf71","NOKIA's Nokia Lumia Windows 8 Phone . Why would you have an actor say ""Honest this was all shot with my...""  Nokia Lumia 1080 HD Windows 8 phone. When the commercial is produced in a grainy NON-1080HD video quality. In my minds eye I see something I would never buy, because my old phone makes a much better picture quality. I am just saying the commercial is counter productive, and I the commercial should be pulled and reproduce in actual 1080 HD.","None--Other None"
"ac3f205f-27cb-c0e2-eac8-52fafd89f011","Nokia Lumia 920 needs windows store to show app updates. -- At present you have to update each app in the Marketplace individually. The store is not notifying the phone that there are app updates available. This MUST be added, I have 25 apps and found 19 needed updating, it took me over an hour, this is crazy! ","None--Other None"
"a0ddb982-a1aa-c2b4-b65d-1a5503aa8d63","Non-OSE VM's Pricing -- For non-operating system environment VM, price per hour should show clearly, but not a hyperlink to the pricing page. I created a MSSQL Enterprice on 2012 R2, it drink all my credit quickly in 45.60 Hours. I'm really very unhappy now.","Business Operations--Cost Management"
"e9f22d6c-5355-865a-448e-6bbd64d78799","None of my subscription info loads..do I need to create a support ticket now - before it goes live?? -- None of my subscription info or websites load..do I need to create a support ticket now  - before it goes live??","Business Operations--Business Operations UI or UX|Learn, Try or Buy--Other Learn, Try or Buy"
"84c892ed-b285-2c77-afff-fb5f9eb070af","Normal programmatic way to install third party SharePoint Apps to the SharePoint sites -- Currently if you implement site provisioning solution and you need to install some third party known app, you should activate side loading feature that is not recommended for production(by security reasons) and use method load and install. this way has several disadvantages: 1) Customers will afraid such solution because of recommendations outlined  above.  2) Upgrade process. it will `painfully` to upgrade each package on each site 3) You need an app package file to get file stream for LoadAndInstall method","Technical Operations--Deploying or Launching"
"7df980b0-a051-0266-71f6-cc60b317d041","Not 100% optimal when I select in left meny, that selection shows to the right -- Not 100% UI experience in the portal when I select items in the left meny. When selection, content shows up to the right. When selecting in a menu in general, the content needs to change close to where I navigate. Strange now, even with a touch enabled device. The management portal is great and very tight, very productive even if it contains a lot of information.  (compared to Amazon it is beautiful ;-))Try to integrate the managment portal better with the general Azure portal preview.    ","Technical Operations--Technical Operations UI or UX"
"0b1216cf-4972-5acc-25f9-b2255b7ef179","Not all rows of the datasource are displayed -- I have a datasource with four string fields and a field of type image. I created a page with thumbnails, but only 10 of the 30 rows of the data source are displayed. I have also recreated my app several times, including changing the data source from static to dynamic, but the problem remains.","Technical Operations--Coding or Building|Technical Operations--Testing or Debugging"
"88bb811a-5b66-b5ac-329b-d0da888fbd24","Not Updating relevant to the graph as my total downloads on 23rd january for windows phone had 54 downloads but my payout price isn't updated... Why is this too late.","Business Operations--Business Analysis"
"d306f99b-2279-5d10-fe72-168699745906","Notification Center Windows Phone 8.1 -- Only the Wifi connection, airplane mode, the location can be activated, but why you cannot turn the data connection. ","Technical Operations--Technical Operations UI or UX"
"0a7be78f-0e02-8ad1-3bea-5cf10b08b5a3","Notification should be dismissed explicitly, not automatically. -- Notifications disappear from the list of notification on page refresh it seems. I would prefer dismissing them explicitly.","Technical Operations--Technical Operations UI or UX"
"b1baf5c2-03cc-0fae-e588-657bc9984db2","Notification when subscriptions are close to expiring. . I would like a notification (that can be disabled on a per subscription basis) when any of my subscriptions are a month away from expiring.  Notification would repeat every so many days. Not every login.   XBOX Live Gold Expiring in X Days.","Learn, Try or Buy--Learn, Try, Buy UI or UX|Learn, Try or Buy--Evaluation or Comparison"
"4efda379-a2b4-7676-f9d7-c06061928d4b","Notifications need to be actionable -- Error Creating Database.... if you click on it, it does nothing.  Clicking on notification should take you to where to fix the problem","Technical Operations--Technical Operations UI or UX"
"050eb1f6-0cc7-5bb6-d66d-bd3db201f9ab","Notify me when a certain app download is completed/stopped -- Send me a Notification when a certain app download is completed or stopped","None--Other None"
"8885c2cd-ba8c-86df-60ec-81f70c4746cd","Notify us when a credit card charge for our account is declined.. Other vendors routinely notify their customers when a recurring charge is declined. Why doesn't Bing Ads do this?  Seems like a no-brainer, because an account with a credit hold does not generate revenue. ","Business Operations--Cost Management"
"39eb6228-6e67-d725-1a5c-1bf0eb13c6f0","Nuget Package for Microsoft SharePoint Client Component -- Please publish Micorosoft.SharePoint.Client.dll and runtime as nuget package","Technical Operations--Coding or Building|Technical Operations--Integration or Compatibility"
"1de823d2-edf4-98a8-a910-0e2ff4bce780","Number of downloads Windows store	As a user, how to see the number of Downloads an app has in the Windows App Store? In Google Play Store, there is a Number of Downloads milestone. Is there something similar in Windows Store? If yes, Please add a link to your answer ","Business Operations--Business Analysis"
"05321c8e-f5d8-7227-8ad4-5c8cb9c31287","O365 api; let us retrieve the calendar of resources (like rooms) -- I would like the have access to the calendar of resources like rooms through the OData api's ","Technical Operations--Coding or Building"
"d73fbc8b-ba74-7aa6-3b15-d0295c21a9fc","Offer one-time-support plan for urgent issues. All the support that I needed in the past years, was caused by Microsoft services and servers that simply failed to do its' duty.  You cannot chat with Microsoft so to get my last issue solved, I had to purchase a 6 (SIX) month support plan...even if the problem wasn't caused by myself!  I would love to have the opportunity to buy a one-time-support plan to get Microsoft to look into the problems that my servers have at that very moment! And...if the problem was caused by Microsoft..the payment should be refunded. Otherwise Microsoft potentially could create its' own income by programming bugs into their environment.  Microsoft could really take an example of the way companies like SendGrid work. Online support (for free), online chats (for free) and online training (for free) all to help the customer to get what he wants and expects.","Business Operations--Business Support"
"e3555e2a-14e0-2263-587c-c6f381abe1bf","Offer pricing discounts across multiple subscriptions -- I direct an interactive team for a marketing agency with multiple clients.  It's helpful for us to split off clients into their own subscription so we can monitor costs and easily break away if the client wants to take over maintenance.  This would be a hassle if we had all solutions under a single subscription.  Ideally I would be able to take advantage of a 6-month or 12-month plan across all subscriptions, where I spend enough to make it worthwhile.  However, I can only select a discounted plan within a single subscription.  As I add subscriptions I'll be spending a lot of money, but won't be able to save since I've diversified to multiple subscriptions.  Please offer pricing discounts across multiple subscriptions and not simply within a single subscription.  Thank you!","Business Operations--Sales or Monetization|Business Operations--Role Management|Business Operations--Other Business Operations"
"72a24bab-998a-2d41-e1ab-02345275ff86","Office 365 APIs (SDK & REST) - Post Public Change Log. It's currently not easy to see what has recently changed / improved in the Office 365 API's & SDK.   For instance, we can see the NuGet packages have already been updated since they were initially published (http://www.nuget.org/packages/Microsoft.Office365.OutlookServices) but what changed in the new version? Is there a new REST version? The project site takes you to the VS Gallery... but there are no links -> a change log.  Suggestion: Create a repo on GitHub.com/OfficeDev named ""Office 365 APIs - REST & SDK"" or on dev.office.com where Microsoft will post two change logs... one for the REST endpoint & one for the SDK.","Technical Operations--Coding or Building"
"367d27d5-dd37-2118-7642-87aff81c12d1","Office 365 Chrome Control should be updated for the new Suite Bar + App Launcher -- The new suite bar that includes the App Launcher is slick, but for those custom SharePoint Apps that leverage the chrome control, you still get the same experience you did at SharePoint 2013 RTM: the thin suite bar.   The Chrome Control should show the same experience in the header that a user had in the HostWeb from which they came.","Technical Operations--Coding or Building"
"19c00cc8-e2ea-7bb9-e4ef-e5857a3150a5","Office 365 Data Sources -- Provide a template to get data out of a SharePoint Online List and Libraries to a Windows Phone App","Technical Operations--Integration or Compatibility"
"2e8780ad-23ce-53d0-2837-4d7a1c8c2f19","Office Apps for all Clients Applications -- I saw a lot of devs and customers being confused caused by the point that Apps are not available across all Office client applications. Especially OneNote would be a great benefit. OneNote is one of the best Apps I've ever used. Can't imagine my daily business without OneNote. We've collected several ideas which would enhance OneNote even more and make customer more productive.","None--Other None"
"5276e380-429a-8b63-6076-b979dc4feafe","Office web apps preview .msg files -- Office web apps offers great added value for end users within SharePoint 2013, but still misses the ability to preview .msg files. Not in all cases the alternative of site mailboxes eg in our case we have about 200K site collections which all contain quite some .msg files. The ability to preview these messages from eg within search compared with opening each mail would enhance our end user experience significantly.","None--Other None"
"f46eaa80-d18b-26af-d7df-61c6d4c2ede8","Office365 API: Allow a single account to access users' content -- Currently, the API appears to be designed for requiring every individual giving consent to an application to access their content. This works great for a mobile app or web app.  Is there a way for us (e.g. developing for an ISV) to configure an account so it has rights to access users' content?  e.g. similar to EWS allows impersonation to access users' content  If not, please consider it. Thanks.","Technical Operations--Coding or Building"
"0441e6e0-e477-a741-5b0e-2619beccfeea","Office365 APIs should expose Search -- First of all, even though I have categorized this under CSOM gaps, really this applies to REST and CSOM.  Search - is not an easy cookie to figure out currently when authoring apps. This is because of identity, search queries need user identity to work.   Search however is the #1 (IMO) useful thing especially when you start putting in lots of data. Also search opens up a number of other scenarios. It really will help us put our apps on steroids.  You have a search API for CSOM and REST. We need it under Office365 APIs also.","Technical Operations--Coding or Building"
"51516179-bf40-3a33-84f2-9377c5043ed4","Offline video embedding -- Have the ability for us to embed offline videos into apps, just like we can embed photos.","Technical Operations--Coding or Building"
"7b49d8ab-41ca-8446-ba27-67202eee439b","Old Account Retrieval - Policy Change . My suggestion is for Microsoft/Xbox to change their security policies when it comes to old account retrievals.   Being asked to provide the serial number of my original Xbox to prove that a gamertag belonged to me is beyond ludicrous. I offered plenty of alternative methods of proof - proof of identity that is fully accepted  by banks - yet was completely rebuffed.  As we all know, gamertags are attached to Microsoft accounts. These Microsoft accounts can (given enough inactivity) get archived, leaving the original gamertag orphaned. Even re-creating the same email address doesn't re-connect to the gamertag - I tried this.  This happened with an old gamertag of mine which I've tried several times to re-gain access to. I was hoping to change the gamertag to something else, to free it up for my current account.  Unfortunately Microsoft's Account Policies are incredibly antiquated to the point where I was being asked to provide the serial number of my original Xbox. This is obviously something that I no longer have access to and could not provide.   The proof I could offer, they wouldn't accept. I also tried to offer the fact that my current gamertag had been used on the same console but they were unwilling to accept this as evidence too.  If the existing idea to expire gamertags is accepted, then that would solve my issue, but if not I would ask Microsoft/Xbox to update their security policies to the 21st century.  In my situation, the gamertag has two friends attached to it, 0GS and hasn't been used in at least 8 years. I didn't even care about getting access to it, only wanting to re-use the gamertag that I originally had.   I just feel that the policies should allow for some discretion from the support team. There are situations like this where it is evident that I am not looking to steal someone else's account.","Learn, Try or Buy--Learn, Try, Buy UI or UX|Business Operations--Role Management"
"d6463f11-c71a-152d-d363-2c99e2b5110a","On-boarding support is bad. My company is trying to publish on Azure Marketplace and was connected with representatives at Mindtree Consulting PVT LTD to facilitate the ""on-boarding"" process.  Their support is terrible.  The documentation provided was incorrect, the reps do not know the answers to questions, and they take too long to respond that they know nothing or that Azure is impotent.  My last query took them 26 days to answer!  MSFT can cut costs by NOT outsourcing to them!  Offering no service would be better than offering these people.","Technical Operations--Technical Support"
"40fbd0da-a2df-cc1e-8bd3-6762c80c8a2e","On the collection from the control panel . ""Add the ability to send the application for inclusion in the collection of applications store. For example: I want to include my WinGeoChat application in the collection """"Apps for Work"""". ""","Technical Operations--Technical Operations UI or UX"
"78b063da-504a-eafa-8c62-d524bf168caf","On Xbox and Window's have your Arcade Games that you have already bought sync on too your Winndow's phone! -- What I believe is if your are already a Gold Member on Xbox Live (XBL) you should be able to sync your games that you have already bought on XBL too you windows phone. You will save us (the consumer's) lots of money by doing this and I'm sure will make everyone happier. ","Learn, Try or Buy--Evaluation or Comparison"
"7086e294-c0c3-abf7-bf48-828626baae3c","One click redeploy -- Upload package to a cloud storage container and deploy it using one click button on azure portal.","Technical Operations--Deploying or Launching"
"40537b12-8892-0cd4-ecee-d14b3599339d","One click subscribe to notifications when long running task completes -- When you initiate a long running task, such as changing SQL Azure service levels from standard to premium, upgrading a SQL Azure server to V12, etc., anything that could potentially take hours, you should be able to receive an email notification of when that task completes.  On the notification panel you see when the task initiates.  There could be a 'subscribe' button next to the running task that means you will be notified via email when it completes.  I hate having to keep coming back to check on a long running task and this would make things a lot more efficient.","Technical Operations--Monitoring or Reporting"
"794be45f-f30d-398c-3739-acdd2828b620","One Membership To Rule Them All . Xbox Live Gold should be like Amazon Prime. Microsoft should combine Xbox Live Gold, Xbox Music Pass, and OneDrive with 100 GB all into one.","Business Operations--Role Management|Learn, Try or Buy--Evaluation or Comparison"
"3d49afc7-0ce3-8da9-e8d7-ebbc9f09e0bc","OneDrive Gift Cards . Cloud Storage is becoming the new normal for device usage. I think that buying a relative / friend some extra storage is a great gift idea, however having spoken to Microsoft Staff, the only way to purchase OneDrive storage is to use the persons email and password, this ruins the surprise. So I have a (relatively) simple suggestion: 1 year subscription gift cards for the 100 and 200gb plans.","Learn, Try or Buy--Conversion or Registration|Learn, Try or Buy--Evaluation or Comparison"
"94ea4725-ea36-532d-32b5-cc2a0d0153b5","Online IDE as part of the Office Web Apps to support editing of HTML, CSS and Javascript . SharePoint Online neglects important Code type file (HTML, CSS and JavaScript) type files. The platform has a great REST API user use build client side customizations with, but then are forced to use really limited features like Content Editor Weparts and tiny code snippet editors.  The answer is not SharePoint Designer.  SPO needs an online web app for code files that reside in libraries like Site Assets.  Something that requires NO client side application that would run from all html5 compliant browsers.   This feature would go a really long way in helping to grow the SPO/o365 platform.","Technical Operations--Technical Operations UI or UX|Technical Operations--Integration or Compatibility"
"bcb0fe2b-1290-1dff-2078-bd8900682626","Online Payment for Azure Databases -- According to some banking requirements, they do not allow to complete the payment for azure by Debit Cards (offline Payments), but they allow for online payments, I recommend to start a system to pay due amounts with online payment system while offiline mode is ongoing.","Learn, Try or Buy--Conversion or Registration"
"bd5e758b-1875-087f-944b-d498913c0968","Online payment of invoice in india -- I have opted for Invoice mode of payment instead of credit card, since I have received notice from Azure service that automatic charge on my card can not be made. I assumed that by opting to Invoice mode I would be able to pay the invoice using my card myself.  But I have realized that in India, there is no such option, only way to pay an invoice is to wire transfer money to an overseas account, which is a costly affair. I hope to see a this changed and made customer friendly. ","Learn, Try or Buy--Conversion or Registration|Business Operations--Sales or Monetization|Learn, Try or Buy--Localization or Internationalization"
"231ec173-cf7a-d977-33e9-768993ad9e00","OOB videosDataSource for Vimeo would be great to have -- Noticed there's OOB for YouTube video data source. Would love to see more options like Vimeo.","Technical Operations--Integration or Compatibility"
"0ef40ee3-2c76-4583-a800-d991dcc9b61b","Open a store in Uruguay for windows phone 7!! -- Put Uruguay on your list of countries for the windows 7 store, you got it on windows 8, it is so hard to put us on the windows 7 list?   ","None--Other None"
"d6849519-e08f-b963-54f8-70ca74930673","Open links in-app -- Please add the ability to open pages/links inside the app instead of opening IE.  Without this, some apps will just be fancy bookmarks.  Thank you!.","Technical Operations--Coding or Building"
"120d479e-8e03-ddd4-cc8e-ab720cab3ba7","Open source the portal/blade/tech -- Love the new UI.  Would also love to use it in my own projects....","None--Other None"
"78d66d4c-6b76-763f-65cc-d0d9316e5ae7","Optimize how the portal looks when monitor is in portrait mode -- I have a 22` monitor in Portrait mode and I really want the starting tiles to flow down the page rather than leaving all the gaps at the bottom.   Basically optimize for a `Portrait` screen if possible","Technical Operations--Technical Operations UI or UX"
"fe9056e5-aedd-2a6f-d692-9e439f6ac764","Option of choosing a billing currency -- It can be useful to add an option of choosing billing currency. For example, euro is not a currency in Poland but by default billing is in that currency. In my case, it would be really convenient for me to have my billings in USD as I am using a special bank account in USD for settlements with other Iaas providers. Marek ","Business Operations--Business Analysis"
"015cbf5a-bfb0-054b-608d-ebfea2cd5b10","Option to consolidate invoices of multiple subscriptions -- As a company with multiple business streams, each responsible for their costing, we need to use separate `Subscription` in order to see their Azure costs clearly.  For Finance department to process payment, however, it'll save admin work if can consolidate all subscription charge in ONE invoice.","Business Operations--Cost Management|Business Operations--Business Analysis"
"fb9aeee6-af68-51a1-8779-21f1dcb211be","Option to delete multiple rows in the grid view for a particular item type in the azure portal. -- Now in the preview portal if I want to delete more than one blob in a particular container I need to delete blobs one by one (ex: vhds in storage). The same case with other item types like disks under VM.... Why we can't have an option to select multiple rows in a grid and delete all the selected items with a confirmation to delete?","Technical Operations--Technical Operations UI or UX|Technical Operations--Monitoring or Reporting|Technical Operations--Other Technical Operations"
"4b3d65c4-fc3b-f704-21c2-3fe155336323","Option to only show available products in marketplace -- With a Dreamspark subscription many products in the marketplace are not available. There is a Filter to show only Free Trail, but this ends in showing no entry at all. ","None--Other None"
"07375013-7836-2efd-8770-d2a706af5c6f","Organize add on section. Please clean up the games add on section. Make it alphabetical order by game title. Within that title, maybe organize by videos, season pass, addons etc. Its just a hodge-podge at the moment and not as efficient to find addons. ","None--Other None"
"a33ab32e-4d13-84d9-9391-18640cb0d09f","Organize live tiles by Group at start page at the new portal. Like Windows 8.1 -- Organize live tiles by Group at start page at the new portal. Like Windows 8.1","Technical Operations--Technical Operations UI or UX"
"7c8b8745-6d6e-2d32-7aff-a737af5da97f","Our client has two vendors they'd like on AADP.  .  Affinity Express and Media Spectrum --           Our client has two vendors they'd like on AADP.  .  Affinity Express and Media Spectrum.  Can you reach out to them or do you know if it is in progress   ","Technical Operations--Integration or Compatibility"
"a39df191-dc93-9dfc-3afd-eb257d72b7ef","Our company name recently changed from """"Sky Deutschland AG"""" to """"Sky Deutschland GmbH"""". I changed the name in the account management page and saved the information  however the old name is still shown in the account management page. Is this a bug? Can you please update the information?","Business Operations--Role Management"
"e048ae30-f722-7bb7-2c2b-d5525cd5803a","Overall, I really like the new front end despite the serious issues (in app name space) I've had with the unification of mobile and desktop apps. It's fast and detailed. I used to go to 4 sites to do what I can now do on one.","Business Operations--Business Operations UI or UX"
"64157bd8-a621-5042-5eda-9bf50f61e503","Package Acceptance Validation Errors on Visual Assets	I'm getting the following error when I upload a windows app package the developer console: Package acceptance validation error: The following image(s) specified in the appxManifest.xml of xxxx_x86.appx were not found: Assets\Branding\StoreLogo.png, Assets\Branding\SmallLogo.png, Assets\Branding\Logo.png, Assets\Branding\Splash.png The appxmanifest designer looks like this:  This is the contents of my Assets\Branding directory:  Obviously, splash.png does not exist here. If I copy splash.scale-100.png and call it splash.png, and then simply include it in the project, this happens to me:   Notice that Splash.scale-100.png still exists. If I try use the ""..."" button to add splash.scale-100.png to the scaled image box there, it deletes the newly added splash.png. What the heck man! How do I appease the appx package validation gods? These screenshots come from visual studio 2015","Technical Operations--Deploying or Launching"
